id_sinistro;tipo_registro;data_sinistro;ano_sinistro;mes_sinistro;dia_sinistro;hora_sinistro;ano_mes_sinistro;dia_da_semana;turno;logradouro;numero_logradouro;tipo_via;tipo_local;latitude;longitude;cod_ibge;municipio;regiao_administrativa;administracao;conservacao;circunscricao;tp_sinistro_primario;qtd_pedestre;qtd_bicicleta;qtd_motocicleta;qtd_automovel;qtd_onibus;qtd_caminhao;qtd_veic_outros;qtd_veic_nao_disponivel;qtd_gravidade_fatal;qtd_gravidade_grave;qtd_gravidade_leve;qtd_gravidade_ileso;qtd_gravidade_nao_disponivel;tp_sinistro_atropelamento;tp_sinistro_colisao_frontal;tp_sinistro_colisao_traseira;tp_sinistro_colisao_lateral;tp_sinistro_colisao_transversal;tp_sinistro_colisao_outros;tp_sinistro_choque;tp_sinistro_capotamento;tp_sinistro_engavetamento;tp_sinistro_tombamento;tp_sinistro_outros;tp_sinistro_nao_disponivel
1755698;NOTIFICACAO;01/01/2022;2022;01;01;17:11;2022/01;Sábado;TARDE;RUA VOTUPORANGA;111.0;VIAS URBANAS;NAO DISPONIVEL;-23,6685584;-46,53140154;3547809;SANTO ANDRE;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1825253;NOTIFICACAO;01/01/2022;2022;01;01;17:47;2022/01;Sábado;TARDE;RUA 5;531.0;VIAS URBANAS;NAO DISPONIVEL;-22,39226313;-47,56837163;3543907;RIO CLARO;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1689070;SINISTRO NAO FATAL;01/01/2022;2022;01;01;14:26;2022/01;Sábado;TARDE;RUA PORTUGAL;0.0;VIAS URBANAS;PUBLICO;-20,42609356;-49,97819551;3557105;VOTUPORANGA;SÃO JOSÉ DO RIO PRETO;PREFEITURA;PREFEITURA;MUNICIPAL;COLISAO;;;1;1;;;;;;;1;;;;;;;S;;;;;;S;
2460275;SINISTRO FATAL;01/01/2022;2022;01;01;02:53;2022/01;Sábado;MADRUGADA;ESTRADA MUNICIPAL WASHINGTON JOSÉ PÊRA;2341.0;VIAS URBANAS;PUBLICO;-22,034636;-47,9406261;3548906;SAO CARLOS;CENTRAL;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;1;;;;;;1;;;;;;;;;;;S;;;;;
1312122;NOTIFICACAO;01/01/2022;2022;01;01;05:50;2022/01;Sábado;MADRUGADA;RUA ALFREDO CASAROTO;302.0;NAO DISPONIVEL;NAO DISPONIVEL;-23,33592427;-46,75446062;3509007;CAIEIRAS;METROPOLITANA DE SÃO PAULO;;;;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1361581;NOTIFICACAO;01/01/2022;2022;01;01;06:32;2022/01;Sábado;MANHA;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES;1.0;VIAS URBANAS;NAO DISPONIVEL;-23,52013188;-46,71159049;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1413728;NOTIFICACAO;01/01/2022;2022;01;01;07:12;2022/01;Sábado;MANHA;AVENIDA CAPITÃO LUÍS BRANDÃO;1.0;VIAS URBANAS;NAO DISPONIVEL;-22,01275125;-47,8730987;3548906;SAO CARLOS;CENTRAL;PREFEITURA;PREFEITURA;MUNICIPAL;NAO DISPONIVEL;;;;;;;;;;;;;;;;;;;;;;;;;S
1436683;NOTIFICACAO;01/01/2022;2022;01;01;07:48;2022/01;Sábado;MANHA;RUA M 22;100.0;VIAS URBANAS;NAO DISPONIVEL;-22,38599991;-47,57201583;3543907;RIO CLARO;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
2281488;NOTIFICACAO;01/01/2022;2022;01;01;08:39;2022/01;Sábado;MANHA;P NARCIZO GOMES,DR;50.0;VIAS URBANAS;NAO DISPONIVEL;-22,37816245;-47,3750397;3503307;ARARAS;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1398995;SINISTRO NAO FATAL;01/01/2022;2022;01;01;06:50;2022/01;Sábado;MANHA;AV SAO MIGUEL;4115.0;VIAS URBANAS;PUBLICO;-23,50738848;-46,49406532;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;ATROPELAMENTO;1;;;1;;;;;;;1;;;S;;;;;;;;;;;
1572171;NOTIFICACAO;01/01/2022;2022;01;01;10:13;2022/01;Sábado;MANHA;RUA ALEXANDRE GIUSTI;17.0;VIAS URBANAS;NAO DISPONIVEL;-23,7433568;-46,70219693;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1578231;NOTIFICACAO;01/01/2022;2022;01;01;11:10;2022/01;Sábado;MANHA;RUA PADRE ANTÔNIO VIÊIRA;390.0;VIAS URBANAS;NAO DISPONIVEL;-23,27810999;-46,75945404;3516309;FRANCISCO MORATO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1645177;NOTIFICACAO;01/01/2022;2022;01;01;12:03;2022/01;Sábado;TARDE;RUA RUBEM SOUTO DE ARAUJO;860.0;VIAS URBANAS;NAO DISPONIVEL;-23,73959763;-46,70670895;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1560478;SINISTRO NAO FATAL;01/01/2022;2022;01;01;09:55;2022/01;Sábado;MANHA;RUA ALCÍDES FRANSISQUETI;720.0;VIAS URBANAS;PUBLICO;-22,49535771;-47,20670932;3515152;ENGENHEIRO COELHO;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;2;;;;;;;1;;;;;;;;;S;;;;;
1558761;SINISTRO NAO FATAL;01/01/2022;2022;01;01;10:53;2022/01;Sábado;MANHA;AVENIDA ANCHIETA;8300.0;VIAS URBANAS;PUBLICO;-23,81486969;-46,08112778;3506359;BERTIOGA;BAIXADA SANTISTA;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;1;;;;;;;1;;;;;;;;;;S;;;;
1733428;NOTIFICACAO;01/01/2022;2022;01;01;15:13;2022/01;Sábado;TARDE;PONTE ARICANDUVA;10.0;VIAS URBANAS;NAO DISPONIVEL;-23,52268424;-46,55857279;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1659882;SINISTRO NAO FATAL;01/01/2022;2022;01;01;12:31;2022/01;Sábado;TARDE;RUA PAULINO DE LIMA;1.0;VIAS URBANAS;PUBLICO;-24,72949338;-48,12469246;3509254;CAJATI;REGISTRO;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;;;
1667622;SINISTRO NAO FATAL;01/01/2022;2022;01;01;00:54;2022/01;Sábado;MADRUGADA;RUA MESTRE JOÃO;10.0;VIAS URBANAS;PUBLICO;-21,77318936;-52,14379509;3541307;PRESIDENTE EPITACIO;PRESIDENTE PRUDENTE;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;1;;;;;;;;1;;;;;;;;;;;;;S;
2328615;NOTIFICACAO;01/01/2022;2022;01;01;17:54;2022/01;Sábado;TARDE;PONTE TRANSAMERICA;100.0;VIAS URBANAS;NAO DISPONIVEL;-23,65234096;-46,72296877;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1775855;NOTIFICACAO;01/01/2022;2022;01;01;18:31;2022/01;Sábado;NOITE;BR 381;17.0;ESTRADAS E RODOVIAS;NAO DISPONIVEL;-23,32315592;-46,58718516;3528502;MAIRIPORA;METROPOLITANA DE SÃO PAULO;CONCESSIONÁRIA;AUTOPISTA FERNÃO DIAS;FEDERAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1275691;NOTIFICACAO;01/01/2022;2022;01;01;05:19;2022/01;Sábado;MADRUGADA;AVENIDA JAPAO;5999.0;VIAS URBANAS;NAO DISPONIVEL;-23,57574061;-46,22035219;3530607;MOGI DAS CRUZES;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;NAO DISPONIVEL;;;;;;;;;;;;;;;;;;;;;;;;;S
2270894;NOTIFICACAO;01/01/2022;2022;01;01;05:52;2022/01;Sábado;MADRUGADA;AVENIDA BRIGADEIRO FARIA LIMA;0.0;VIAS URBANAS;NAO DISPONIVEL;-23,5675566;-46,69326623;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1361934;NOTIFICACAO;01/01/2022;2022;01;01;06:35;2022/01;Sábado;MANHA;RUA IZÍDIO CABRAL DE JESUS;113.0;VIAS URBANAS;NAO DISPONIVEL;-23,42808856;-46,54729273;3518800;GUARULHOS;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1415546;NOTIFICACAO;01/01/2022;2022;01;01;07:16;2022/01;Sábado;MANHA;RUA MIRANDÓPOLIS;617.0;VIAS URBANAS;NAO DISPONIVEL;-23,47538577;-46,28852409;3523107;ITAQUAQUECETUBA;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1303280;SINISTRO NAO FATAL;01/01/2022;2022;01;01;05:40;2022/01;Sábado;MADRUGADA;AVENIDA HELIO PELLEGRINO;1701.0;VIAS URBANAS;PUBLICO;-23,59697518;-46,67915585;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;;S;
1357645;SINISTRO NAO FATAL;01/01/2022;2022;01;01;06:24;2022/01;Sábado;MANHA;AVENIDA ESCOLA POLITECNICA;82.0;VIAS URBANAS;PUBLICO;-23,54939425;-46,7325906;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;1;;;;;;;;1;;;;;;;;;;;;;S;
1400157;SINISTRO NAO FATAL;01/01/2022;2022;01;01;06:45;2022/01;Sábado;MANHA;SP 107;30.0;ESTRADAS E RODOVIAS;PUBLICO;-22,6286402981;-47,0292898664;3519055;HOLAMBRA;CAMPINAS;DER;01.01;ESTADUAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;S;;
1566356;NOTIFICACAO;01/01/2022;2022;01;01;10:20;2022/01;Sábado;MANHA;RUA DOS FRANCOS;351.0;VIAS URBANAS;NAO DISPONIVEL;-23,72511512;-46,80766345;3522208;ITAPECERICA DA SERRA;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1463379;SINISTRO NAO FATAL;01/01/2022;2022;01;01;08:18;2022/01;Sábado;MANHA;AVENIDA CAMPINAS;100.0;VIAS URBANAS;PUBLICO;-22,56926456;-47,39845737;3526902;LIMEIRA;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;1;;;;;;;1;;;;;;;;;;;;S;;
1646386;NOTIFICACAO;01/01/2022;2022;01;01;12:01;2022/01;Sábado;TARDE;RUA SANTA RITA DE CASSIA;457.0;VIAS URBANAS;NAO DISPONIVEL;-23,79190039;-46,50328294;3548708;SAO BERNARDO DO CAMPO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;ATROPELAMENTO;;;;;;;;;;;;;;S;;;;;;;;;;;
1554548;SINISTRO NAO FATAL;01/01/2022;2022;01;01;10:03;2022/01;Sábado;MANHA;AVENIDA ANTÔNIO SILVIO CUNHA BUENO;1802.0;VIAS URBANAS;PUBLICO;-23,72245214;-46,61608127;3513801;DIADEMA;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;1;;;;;;;1;1;;;;;;;;;;;;;S;
1538224;SINISTRO NAO FATAL;01/01/2022;2022;01;01;11:05;2022/01;Sábado;MANHA;RUA ROBERTO SAMPAIO FERREIRA;620.0;VIAS URBANAS;NAO DISPONIVEL;-23,65736534;-46,76358008;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;1;;;;;1;;;;;;;;;;;S;
2318440;NOTIFICACAO;01/01/2022;2022;01;01;15:12;2022/01;Sábado;TARDE;SP 348;24.0;ESTRADAS E RODOVIAS;NAO DISPONIVEL;-23,43095172;-46,76026281;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;CONCESSIONÁRIA;AUTOBAN;ESTADUAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1660580;SINISTRO NAO FATAL;01/01/2022;2022;01;01;12:41;2022/01;Sábado;TARDE;PRAÇA STELIO MACHADO LOUREIRO;100.0;VIAS URBANAS;PUBLICO;-23,51730811;-46,60870708;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;;;
1753085;NOTIFICACAO;01/01/2022;2022;01;01;17:22;2022/01;Sábado;TARDE;RUA INACIO MONTEIRO;8828.0;VIAS URBANAS;NAO DISPONIVEL;-23,58795793;-46,38169618;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1768013;NOTIFICACAO;01/01/2022;2022;01;01;17:51;2022/01;Sábado;TARDE;RUA MARECHAL DEODORO;50.0;VIAS URBANAS;NAO DISPONIVEL;-23,20236446;-47,2857705;3545209;SALTO;SOROCABA;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
2315157;SINISTRO NAO FATAL;01/01/2022;2022;01;01;14:35;2022/01;Sábado;TARDE;RUA TIBURCIO DE SOUSA;2083.0;VIAS URBANAS;PUBLICO;-23,5139932;-46,39111029;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;;;
1278509;NOTIFICACAO;01/01/2022;2022;01;01;05:20;2022/01;Sábado;MADRUGADA;RUA VEREADO NELSON GUIRALDELI;1.0;VIAS URBANAS;NAO DISPONIVEL;-22,43634394;-46,82581211;3522604;ITAPIRA;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;NAO DISPONIVEL;;;;;;;;;;;;;;;;;;;;;;;;;S
1324780;NOTIFICACAO;01/01/2022;2022;01;01;05:57;2022/01;Sábado;MADRUGADA;RUA IVAN;20.0;VIAS URBANAS;NAO DISPONIVEL;-23,66886868;-46,7743134;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1380721;NOTIFICACAO;01/01/2022;2022;01;01;06:44;2022/01;Sábado;MANHA;JOSE;1.0;VIAS URBANAS;NAO DISPONIVEL;-21,19476544;-48,78515117;3503703;ARIRANHA;SÃO JOSÉ DO RIO PRETO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1413354;NOTIFICACAO;01/01/2022;2022;01;01;07:20;2022/01;Sábado;MANHA;RUA ANTONIO LOPES DE BARROS;871.0;VIAS URBANAS;NAO DISPONIVEL;-23,45562835;-46,66977497;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1451743;NOTIFICACAO;01/01/2022;2022;01;01;07:48;2022/01;Sábado;MANHA;SP 344;6.0;ESTRADAS E RODOVIAS;NAO DISPONIVEL;-21,51486524;-46,63948823;3508702;CACONDE;CAMPINAS;DER;13.05;ESTADUAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1356747;SINISTRO NAO FATAL;01/01/2022;2022;01;01;00:35;2022/01;Sábado;MADRUGADA;AVENIDA DOMINGOS FALAVINA;619.0;VIAS URBANAS;NAO DISPONIVEL;-20,78318942;-49,38734727;3549805;SAO JOSE DO RIO PRETO;SÃO JOSÉ DO RIO PRETO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;2;;;;;1;;;;;;;;;;;S;
1539816;NOTIFICACAO;01/01/2022;2022;01;01;09:35;2022/01;Sábado;MANHA;ESTRADA FAZENDA SÃO JOSÉ;10.0;VIAS URBANAS;NAO DISPONIVEL;-22,12128506;-51,17962848;3529203;MARTINOPOLIS;PRESIDENTE PRUDENTE;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1579194;NOTIFICACAO;01/01/2022;2022;01;01;10:21;2022/01;Sábado;MANHA;AVENIDA GREGORIO BEZERRA;16.0;VIAS URBANAS;NAO DISPONIVEL;-23,70626411;-46,68708707;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1613527;NOTIFICACAO;01/01/2022;2022;01;01;11:11;2022/01;Sábado;MANHA;SP 114;10.0;ESTRADAS E RODOVIAS;NAO DISPONIVEL;-21,41618026;-50,05395038;3537305;PENAPOLIS;ARAÇATUBA;NAO DISPONIVEL;NAO DISPONIVEL;ESTADUAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1657032;NOTIFICACAO;01/01/2022;2022;01;01;12:17;2022/01;Sábado;TARDE;RUA SERRA DA QUEIMADA;800.0;VIAS URBANAS;NAO DISPONIVEL;-23,52695969;-46,41007779;3550308;SAO PAULO;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1659705;NOTIFICACAO;01/01/2022;2022;01;01;13:09;2022/01;Sábado;TARDE;ESTRADA MUNICIPAL LIM10;486.0;VIAS URBANAS;NAO DISPONIVEL;-22,62042348;-47,39909824;3526902;LIMEIRA;CAMPINAS;PREFEITURA;PREFEITURA;MUNICIPAL;OUTROS;;;;;;;;;;;;;;;;;;;;;;;;S;
1564720;SINISTRO NAO FATAL;01/01/2022;2022;01;01;11:06;2022/01;Sábado;MANHA;DURVAL MARTINS MUYLAERT;49.0;VIAS URBANAS;PUBLICO;-23,54416631;-47,19225861;3528403;MAIRINQUE;SOROCABA;PREFEITURA;PREFEITURA;MUNICIPAL;COLISAO;;;;1;;;;1;;;1;;;;;;S;;;;;;;;
1628554;SINISTRO NAO FATAL;01/01/2022;2022;01;01;11:55;2022/01;Sábado;MANHA;AVENIDA PAULO FACINI;0.0;VIAS URBANAS;PUBLICO;-23,45353622;-46,53456693;3518800;GUARULHOS;METROPOLITANA DE SÃO PAULO;PREFEITURA;PREFEITURA;MUNICIPAL;CHOQUE;;;;1;;;;;;;1;;;;;;;;;S;;;;S;
1624536;SINISTRO NAO FATAL;01/01/2022;2022;01;01;11:40;2022/01;Sábado;MANHA;SP 160;28.0;ESTRADAS E RODOVIAS;PUBLICO;-23,78618967;-46,59752986;3548708;SAO BERNARDO DO CAMPO;METROPOLITANA DE SÃO PAULO;DER;10.01;ESTADUAL;OUTROS;;;1;;;;;;;;2;;;;;;;;;;;;S;;
2515421;SINISTRO NAO FATAL;01/01/2022;2022;01;01;23:00;2022/01;Sábado;NOITE;SP 373;99999.0;ESTRADAS E RODOVIAS;PUBLICO;-20,55076815;-48,59193301;3505500;BARRETOS;BARRETOS;DER;14.01;ESTADUAL;CHOQUE;;;;1;;;;;;;;;;;;;;;;S;;;;;
